Character,Country,Popularity_Score,Avg_Episodes_Watched_Per_Year,Merchandise_Revenue_MillionUSD
Motu Patlu,Mexico,80.16737987333975,23,84.6043312517119
Shinchan,South Korea,33.12131337753276,25,94.9006708704872
Mickey Mouse,South Africa,37.03800970183789,67,149.0826506507929
Motu Patlu,Italy,37.68476460367336,15,74.0055905419625
Tom and Jerry,Brasil,84.35797867683095,141.0,57.627728318158525
Peppa Pig,India,16.993439120841124,67,59.743645510460546
Shinchan,Brazil,9.612018984865777,93,39.94595434042429
Paw Patrol,Mexico,79.42575066134235,90,24.827446637059662
Shinchan,China,77.03667084330932,79,48.6780796058338
Peppa Pig,South Africa,39.07942786178633,11,85.45369070439868
Mickey Mouse,Russia,96.66971169962326,45,226.19969102942136
Motu Patlu,Italy,24.002337837803665,40,72.35765459292217
Peppa Pig,S Africa,20.171322830812453,92,73.91800093398388
Peppa Pig,USA,54.71231810017919,63,33.92793527076821
Mickey Mouse,UAE,83.48021700299803,38,196.66024476358982
motu patlu,Russia,-18.55399146493202,73,55.10804704615304
Motu Patlu,South Africa,66.1288585903937,19,92.63728622301244
Doraemon,Canada,12.987747737081323,57.0,29.93934617570993
SpongeBob SquarePants,Germany,63.902260414205315,36.0,935.3719852296649
Tom and Jerry,UK,53.45918868876787,99.0,28.551756119461377
Mr Bean,India,96.94221153356867,13,34.868017583144024
SpongeBob SquarePants,South Korea,81.18094310347689,43.5,146.57666872977182
Pokemon,Italy,4.196462807342016,5,8.085034954069032
Doraemon,Japan,52.05141794786772,120.0,49.940195424891414
Doraemon,Canada,29.345131694479864,18.0,66.81754292878301
Motu Patlu,Japan,49.828704676319,57,98.14413258604978
Peppa Pig,UK,33.3785156297026,28,58.640591518855
Paw Patrol,Egypt,54.60646249145745,89,89.63725545973575
SpongeBob SquarePants,Japan,0.40094487877837537,15.0,110.2550751460987
Mr Bean,Saudi Arabia,81.22482152048161,98,17.767588802041892
Doraemon,Saudi Arabia,18.75499523628712,18.0,61.71253774331022
Peppa Pig,France,12.464880724925065,87,1.1438113138360368
Peppa Pig,UK,71.106819093381,36,73.39399597158823
peppa pig,India,44.70745037822701,87,87.0113130622128
Pokemon,China,86.99510743160322,89,148.20731346231307
Doraemon,Russia,11.041648597498677,61.5,43.189076432111136
SpongeBob SquarePants,Australia,47.68352207802845,37.5,133.12439919805186
Paw Patrol,UK,25.48111803077746,89,31.711500569387443
Motu Patlu,Egypt,92.4430672302241,85,53.304451497895364
Mickey Mouse,Australlia,72.0880767436044,94,177.09912974567422
SpongeBob SquarePants,Australia,85.77964405428466,52.5,149.46571300618774
Tom and Jerry,Australia,73.861536437723,112.5,14.436403310689949
Peppa Pig,Saudi Arabia,9.34829588295093,83,80.7361645533245
Doraemon,Brazil,0.6356603847654241,48.0,88.85935906874884
Doraemon,Spain,16.429435481801157,127.5,67.06256087311012
Tom and Jerry,China,44.94670124771086,13.5,91.3118828362385
Mickey Mouse,Brazil,-9.872436424144961,58,230.03201534440885
Tom and Jerry,Egypt,90.09138564173305,118.5,88.75243189075933
Pokemon,Russia,21.41471052632712,7,90.77366294362587
Tom and Jerry,Egypt,47.932167645251035,118.5,81.85373052497653
Mr Bean,UAE,53.900288456884994,72,26.70616371820031
Mr Bean,Japan,7.143523113520745,74,76.2538198445916
Doraemon,India,8.363379778337931,150.0,58.99821333605987
Paw Patrol,UAE,35.3336820847124,19,50.89798913087767
Tom and Jerry,South Africa,76.79871028408697,61.5,79.04267589899543
Doraemon,Franse,63.66679172328795,145.5,53.47348689918146
Motu Patlu,Spain,82.15782133507405,53,55.7017891832778
Peppa Pig,UAE,77.23664762407402,72,7.386937305409192
Paw Patrol,Nigeria,73.32849968870104,87,94.89607671566706
Mr Bean,France,14.150095505002536,91,17.916242365916244
Tom and Jerry   ,Nigeria,96.07736526302608,64,82.38165482601691
SpongeBob SquarePants,USA,72.11241250913658,111.0,90.26843091790822
Mickey Mouse,Germany,53.035494316530475,7,220.04168177666259
Motu Patlu,Russia,67.36777848620511,42,6.694819504912764
SpongeBob SquarePants,Saudi Arabia,39.472000098564486,34.5,29.747115240162167
Shinchan,Australia,67.8782963737772,22,32.97899659682001
Shinchan,Nigeria,99.14219557444801,69,78.11242121236347
Mr Bean,India,41.50226869584219,81,2.298899659471188
Motu Patlu,South Korea,68.01207528539133,83,14.258703833092081
Paw Patrol,UK,39.70021346948185,8,75.89559758228329
Peppa Pig,Canada,41.82689791675256,9,85.87045067803558
SpongeBob SquarePants,Italy,42.86695229662302,150.0,209.02483987441389
Doraemon,USA,39.05897393661015,24.0,76.51088247224452
Mr Bean,Australia,5.205207182018212,75,57.632108984653605
Tom and Jerry,France,11.582856805697162,758,78.24408314535654
Paw Patrol,Canada,12.413712630719198,52,69.70274994363906
Shinchan,Brazil,45.31079381100393,26,60.18718615852298
Mickey Mouse,Egypt,74.60190112125736,63,158.09708818627604
Peppa Pig,UK,88.73384096443154,29,89.16342805957196
Tom and Jerry,Saudi Arabia,40.78191043601771,114.0,40.40138475882789
Pokemon,Egypt,51.99937791133752,90,272.63442402672104
Paw Patrol,Germany,96.0020537730099,20,90.32260218872995
Tom and Jerry,Egypt,26.603854517264203,79.5,35.12702494327402
Mickey Mouse,China,31.369468250503395,20,60.03614839787727
Motu Patlu,USA,16.424546002162487,-4,60.43885169682371
Mickey Mouse,Australia,96.94925607988594,11,114.43185742765871
Shinchan,Russia,62.953723610794334,79,64.56524849461289
motu patlu,Germany,94.29309327082714,97,86.43861399406913
Shinchan,South Africa,98.19824558568881,82,77.99624782123448
Mr Bean,Japan,31.42001506528178,26,91.6661190028519
Mr Bean,Brazil,16.338281333792537,33,24.55932511159456
Peppa Pig,Australia,66.78761358945727,38,72.87267778934945
Motu Patlu,UK,5.29001223780774,92,11.059928494971969
Pokemon,Brazil,63.90624649246672,80,57.17042678143362
Peppa Pig,South Africa,43.793100292879714,34,54.396630019395865
SpongeBob SquarePants,Saudi Arabia,2.2918682491973597,120.0,192.085096242433
Doraemon,Canada,80.76056625436556,9.0,1.2228949311045252
SpongeBob SquarePants,Mexico,1.483215225701462,93.0,206.96400552002973
Tom and Jerry,Italy,75.49630149764653,114.0,77.48451818901552
Paw Patrol,China,33.088163881290775,82,23.750107627876424
Motu Patlu,China,84.6135532374864,75,65.07980470595805
Doraemon,Spain,54.39689040307203,99.0,77.1416231262598
Shinchan,Russia,38.44744007436691,84,44.20999284889358
Paw Patrol,USA,,87,62.89481567180245
SpongeBob SquarePants,UAE,3.831579559023779,39.0,163.90571805271833
Paw Patrol,Australia,61.13874189120819,36,14.176692796267808
Mr Bean,Saudi Arabia,16.442153052038254,92,19.473577385924635
SpongeBob SquarePants,Brazil,86.83342985406345,108.0,206.87193021107768
Mickey Mouse,S Africa,94.95770771065521,Unknown,227.52840664138796
Shinchan,Saudi Arabia,91.38803964943986,26,52.632716666679286
SpongeBob SquarePants,Italy,82.75993416291932,48.0,111.73470589485555
Paw Patrol,Russia,95.98002107498854,24,64.68789225396418
SpongeBob SquarePants,Nigeria,59.173480066449194,18.0,250.96890916746415
Paw Patrol,Spain,93.51739759064705,59,95.59906005204515
Paw Patrol,Brazil,51.02083633637825,90,63.5850676790929
Peppa Pig,Germany,96.76343953831335,59,3.5141787117451533
Motu Patlu,Canada,64.26504990262667,19,86.98002445265885
Mr Bean,Brazil,28.436297067345762,83,59.05691696238714
Mr Bean,Russia,41.327945254523065,21,52.016087990211
Shinchan,Brazil,10.586119992320365,13,61.051344537571424
Doraemon,Japon,48.95378512155324,112.5,3.3983134084850404
Pokemon,Spain,74.68265963591338,85,43.292992506445586
Shinchan,Russia,24.108894712892358,11,18.983598151137073
Mr Bean,Australia,96.66202231209608,8,18.081842350691353
Tom and Jerry,Italy,64.03575115144145,112.5,89.77394944049283
Paw Patrol,Germany,72.47860628709681,100,22.66773614283358
Motu Patlu,South Africa,18.04604671394221,79,19.492677759627085
Peppa Pig,South Africa,70.7918650622537,22,56.27291292424965
Shinchan,USA,88.33714801405787,75,81.27245069319726
Pokemon,Spain,23.679585484733522,12,276.99658388592474
Motu Patlu,Japan,57.38523179347376,13,87.31069745970868
shinchan,Saudi Arabia,9.247505890422058,Unknown,73.75729010721085
Shinchan,Japan,39.781950450253824,98,21.517316308491303
Pokemon,UK,8.923658814977031,56,274.2457279016821
SpongeBob SquarePants,Russia,62.29740138856551,13.5,60.1560383524017
Motu Patlu,Germany,2.270943514881274,55,14.92051036857791
Tom and Jerry,India,70.0625694147297,73.5,84.1249601565792
Mr Bean,Spain,49.655806141714486,17,45.919698839980235
Paw Patrol,China,94.15126597504988,24,99.019899991925
Mr Bean,Brazil,71.88409844156168,60,59.49045416873439
Shinchan,Brazil,64.20409828989018,95,4.205915203094824
Pokemon,Russia,30.825932788034084,61,234.17895709289417
Motu Patlu,France,-18.87142891724422,70,21.5147257345758
Pokemon,Japan,4.2623441996966545,17,202.04775821994568
SpongeBob SquarePants,Australia,10.166644488649812,144.0,26.673150544809285
Motu Patlu,Mexico,2.47901455866516,28,86.0810492655941
Pokemon,India,80.36534255159505,82,247.30787782021028
Mickey Mouse,Spain,83.06930373476595,65,20.10152377193701
peppa pig,Russia,12.432341958529792,7,27.006724990687484
Peppa Pig,France,66.7709685843326,45,5.187395634477189
Peppa Pig,Mexico,49.28244250929475,13,59.44139841543672
Motu Patlu,UK,95.25463659249557,78,24.096589276647034
Paw Patrol,Saudi Arabia,61.05461675380764,13,91.19601321330113
Doraemon,Russia,17.152818371125445,18.0,66.41483926676541
Paw Patrol,Canada,61.52094794181172,69,78.22390323047773
Doraemon,Saudi Arabia,50.82174988875968,21.0,92.87949838117632
Pokemon,Nigeria,57.10876284752487,69,279.954570430708
Mickey Mouse,Japan,18.8914339097216,43,30.176601216860377
Peppa Pig,South Korea,46.33590633139419,79,67.357340284372
SpongeBob SquarePants,Japan,35.46100439663951,112.5,55.5776977895909
SpongeBob SquarePants,Russia,65.86311583968137,42.0,16.414771078347677
Mickey Mouse,France,26.564469526007596,24,6.449728559150737
SpongeBob SquarePants,South Korea,0.03433041463258846,49.5,121.8387715981373
Motu Patlu,Nigeria,42.491443471651394,13,8.311451682677323
Mr Bean,UAE,82.07484623278141,57,22.121035725145994
Doraemon,Nigeria,83.00587885106484,39.0,95.65867788019216
Mickey Mouse,Australlia,78.76979676426897,13,222.87966278805698
Motu Patlu,Egypt,95.64261057045542,56,55.564142356817115
Shinchan,UAE,37.65317644714186,59,54.30197165253206
Peppa Pig,Nigeria,89.25231983269173,48,97.91072262109823
Peppa Pig,South Africa,92.87483273557567,10,7.967982001405965
Paw Patrol,Mexico,Unknown,21,58.347616379936255
Peppa Pig,Nigeria,4.6958307127038745,53,28.123198060439492
Mickey Mouse,France,93.13929029609417,51,134.59952955659682
SpongeBob SquarePants,Nigeria,13.08558303305255,78.0,123.11765980823364
SpongeBob SquarePants,Mexico,34.70234813459374,9.0,203.5544625101403
Pokemon,South Africa,31.600524196977265,8,55.53262213942696
Paw Patrol,Nigeria,0.6119286719657002,73,47.98394756236808
Tom and Jerry,Saudi Arabia,44.40883392894656,9.0,28.04651466135249
Mickey Mouse,Brazil,22.88075665788036,66,130.7348639494077
Pokemon,Brazil,51.40561027439566,20,209.33068879023216
Motu Patlu,South Korea,28.520694860970252,99,20.48412346620473
Pokemon,South Africa,81.55989049620132,61,121.24876283820501
Tom and Jerry,Egyp,81.96477448402044,75.0,65.85042488386702
Mr Bean,Australia,79.28261680816178,97,83.14460779233133
Motu Patlu   ,UK,39.63390249054252,41,7.629126134615061
SpongeBob SquarePants,Egypt,36.16317636402996,123.0,136.74992686703285
SpongeBob SquarePants,China,51.249233380757616,109.5,241.75982039245497
Tom and Jerry,UAE,31.450207890004556,33.0,11.360758663340231
Shinchan,Egypt,25.263323020212013,31,65.2210507423582
Shinchan,Egypt,81.69113930844989,77,18.067845040492927
Mr Bean,,1.62774478124883,54,38.560839804610744
Paw Patrol,Mexico,81.78298644384124,54,29.58762497536443
Mr Bean,Nigeria,27.636358455672973,75,20.30375370510907
Shinchan,India,,40,95.29719081131559
Doraemon,Mexico,1.3041912801467492,78.0,9.567632989487926
motu patlu,Mexico,59.148128531027254,65,61.90237751222696
Mr Bean,Egypt,40.525641411025525,63,53.26749384532798
Shinchan,South Africa,3.063487537947107,59,45.89989535171838
Mr Bean,China,98.82511448748907,85,56.347712876444035
Doraemon,Saudi Arabia,7.283966082308502,70.5,97.18002699893977
Tom and Jerry,Brazil,67.29742720517116,112.5,10.09830387865465
Tom and Jerry,Italy,5.339456953974631,57.0,37.27769352029043
SpongeBob SquarePants,Italy,0.2886145151569153,31.5,112.04915433073528
Shinchan,Italy,45.93581570064803,22,86.58715638168356
motu patlu,Nigeria,71.70767594324347,22,8.176311057501435
Doraemon,Spain,75.30581127762152,28.5,97.49773227499085
Shinchan,USA,81.694046305265,11,14.480263648639223
doraemon,Japan,31.22583744062064,94,81.26208856657232
Peppa Pig,Spain,95.65498864070877,57,9.720986932324468
Mr Bean,Japan,77.34461432004215,47,35.82770585040477
Pokemon,Spain,88.13089491714268,24,20.96121950799653
Pokemon,France,50.3379823231935,27,70.67189711808895
Mickey Mouse,Italy,44.43335006163417,11,136.34873533325467
Peppa Pig,UAE,90.23133424346132,10,70.28388011185717
Shinchan,Russia,9.475472272207597,7,80.738689416634
Tom and Jerry,U A E,81.75726377957844,141.0,68.5762051085794
SpongeBob SquarePants,Spain,15.790867701121858,141.0,26.445153161091646
SpongeBob SquarePants,Saudi Arabia,61.76352079196593,61.5,250.9217989758914
Peppa Pig,Saudi Arabia,91.34552868500323,13,98.27414999808647
Doraemon,,87.82868773826432,103.5,97.25809006595158
Shinchan,Italy,17.42624190438118,49,25.119467243708325
Shinchan,South Africa,64.41253201605497,59,90.97449018508591
Motu Patlu,Canada,69.43881934897458,32,57.45732384904866
mr bean,Brazil,-13.389161864367106,68,38.5688112750445
Paw Patrol,Brazil,77.90983702946576,33,85.74513512424858
Mickey Mouse,Unknown,51.04367453849081,24,37.64453245886201
Doraemon,Russia,56.25728112197186,111.0,85.86377668376096
Mickey Mouse,Canada,67.10364654966209,6,45.01519476547253
Pokemon,,34.425224991033765,96,4.8174025322270655
Peppa Pig,Spain,12.449293972741039,67,68.95314996121947
Mr Bean,Egypt,31.294735199939495,93,17.58045997242475
SpongeBob SquarePants,UAE,97.90894491630621,36.0,175.8196852835922
Motu Patlu,Nigeria,,27,61.88914872825151
Tom and Jerry,France,21.142251589255235,150.0,75.02949232504456
Mr Bean,India,97.86755297385727,96,22.68273442525532
Tom and Jerry,Spain,77.68460941262845,24.0,-88.74725211155749
Doraemon,Canada,45.959886428608684,118.5,54.18963816911169
Peppa Pig,Japan,60.81184598868834,25,95.62287828741749
Paw Patrol,Mexico,8.115986586703682,20,2.385218364057192
Mickey Mouse,Russia,4.057937400910783,55,27.98146322658209
Motu Patlu,Germany,43.148517900344906,92,77.25081353387152
Peppa Pig,China,43.38398790513291,16,15.538947279132268
SpongeBob SquarePants,Italy,67.91778021655014,129.0,14.669364560685128
Shinchan,China,90.74398712863074,89,68.5871299627897
Tom and Jerry,Germany,18.665899253609343,18.0,24.34917144675829
Mr Bean,Spain,40.5667789488952,97,86.49314314293521
Pokemon,Saudi Arabia,99.03643970806237,86,62.212394170957076
Motu Patlu,UAE,80.68932821123461,Unknown,18.53123648451639
Peppa Pig,Japan,39.91009562905471,52,40.31041390379233
Pokemon,Canada,98.72991302509861,54,244.65040525732056
Mr Bean,South Korea,31.67348868111587,96,45.82771287925953
Doraemon,UK,35.62678614240329,30.0,73.25905693582666
Mr Bean,France,88.91801454562214,63,84.57001177480336
Tom and Jerry,India,34.143713023746066,34.5,45.02624769372575
Mr Bean,Franse,4.664134178310908,94,16.0975643884649
SpongeBob SquarePants,USA,48.384493482362366,147.0,94.82906458775436
Doraemon,Saudi Arabia,91.84730367184928,108.0,69.71864838598381
Mickey Mouse,China,90.64841845694619,87,218.69754156065568
Peppa Pig,Australia,15.077628672075738,61,61.978911055775775
Pokemon,Canada,22.6637172872028,69,13.323251422152678
Paw Patrol,UK,82.97649015004943,9,49.64782741921728
Paw Patrol,Egypt,8.964056494576845,90,63.39641947328625
Mickey Mouse,France,96.98645693374607,93,45.06541586539417
Peppa Pig,Spain,74.05667272662633,90,63.502192699633575
Tom and Jerry,Italy,90.02181767643341,129.0,48.40005722332619
Motu Patlu,France,48.55668296590625,76,77.44485072106451
Mr Bean,USA,39.92964716943994,97,37.17212648857768
SpongeBob SquarePants,Brazil,36.82874373084154,145.5,26.0154700589869
Peppa Pig,Mexico,32.1040551743353,50,6.959614308468074
Tom and Jerry,South Africa,8.980538807564331,45.0,75.43787874228354
Pokemon,Nigeria,42.63624510955027,34,181.77681019583133
Doraemon,Saudi Arabia,47.51543227489914,75.0,64.10284349069721
Motu Patlu,Mexico,95.38129233754738,79,18.987211332353287
Doraemon,Mexico,64.00838751799971,61.5,1189.2108526485963
Mickey Mouse,Russia,88.48135168924661,30,106.22494356117569
Mickey Mouse,Canada,73.91147791305252,77,58.38202863169578
SpongeBob SquarePants,Canada,37.09617301342223,9.0,106.880077710049
Motu Patlu,Italy,62.07649249578932,77,61.5606818642737
SpongeBob SquarePants,Germany,25.739786614153225,66.0,120.47001265814517
Motu Patlu,Canada,40.991785573806126,91,70.26121140699361
Tom and Jerry,Australia,53.317860247601004,106.5,93.44199553647088
Peppa Pig,Brazil,4.335172831215095,71,29.419475230570338
Tom and Jerry,,84.82565678982932,19.5,61.482903243013915
SpongeBob SquarePants,Australia,85.84716796389394,108.0,119.30707847716978
Doraemon,Japan,94.43818335889603,76.5,19.726104480610157
Paw Patrol,Australia,82.88135707929408,90,4.31506164326929
Mr Bean,Kanada,41.568521786059954,91,40.228261011553286
SpongeBob SquarePants,Saudi Arabia,58.2566700572247,132.0,199.8112599236282
Doraemon,USA,79.13750397765277,16.5,81.6916069265408
SpongeBob SquarePants,Brazil,99.40162834027261,638,122.17798187855048
Mr Bean,Russia,67.03275211222744,63,81.76272368475728
SpongeBob SquarePants,USA,21.060937684811677,40.5,221.21068814971443
Mr Bean,China,45.84526648230952,79,79.91916377053238
Tom and Jerry,USA,81.43242066999825,57.0,55.09998906995672
Pokemon,UK,93.57151900400632,38,109.84894529749582
Pokemon,Japan,4.010324778157804,93,120.07826826870505
Tom and Jerry,Australia,7.630914296529556,31.5,97.95331556847304
SpongeBob SquarePants,UAE,97.59979687542285,16.5,146.96518396236277
SpongeBob SquarePants,UAE,59.81776216502445,28.5,54.2810561740723
Mr Bean,India,14.434196139117228,53,68.824822077751
Mr Bean,Egyp,28.989678095599736,7,84.2211646239305
pokemon,UAE,68.43547176522081,45,68.50522902884565
Mr Bean,Italy,45.235053391219594,45,16.841779427921796
SpongeBob SquarePants,UAE,57.270461861139346,36.0,37.75660745193625
Doraemon,Saudi Arabia,46.32723530260851,36.0,18.063686637879496
Mickey Mouse,France,66.88231866898002,29,34.76983742595822
Paw Patrol,Brazil,17.67802227326015,27,37.839206421145384
Paw Patrol,South Korea,,79,33.34494525158586
Tom and Jerry,USA,92.80686490422198,102.0,52.917322990027905
Mickey Mouse,Mexico,11.875195500100656,21,198.5756889324404
Tom and Jerry,Germany,16.309515097539297,48.0,12.164022064648904
Shinchan,Russia,58.81275132999596,83,69.37481445936672
paw patrol,South Korea,,5,20.47413913944049
Shinchan  ,France,23.494331203276886,50,17.022043329220843
Peppa Pig,Egypt,45.73886376342662,36,18.553730193822133
Mickey Mouse,Australia,90.01282956226456,48,265.3320287051682
Tom and Jerry,South Korea,10.866016150132173,43.5,51.0783077129654
Paw Patrol,Canada,73.71731221682326,13,33.21131692168459
Pokemon,USA,37.02340709084404,5,280.49671530614194
Shinchan,Russia,91.8220888846874,50,42.48092590552557
Pokemon,China,69.59311660628097,73,53.73203376424132
Mr Bean,Saudi Arabia,32.61502923333324,90,64.00973166446548
peppa pig,UAE,99.70158733763755,61,40.23937063633419$
Pokemon,UAE,27.57996102814969,29,241.18884998342617
Pokemon,Australia,80.84272632987646,53,176.5311277323227
Paw Patrol,Italy,88.76297472907989,56,46.40941187642043
Paw Patrol,France,22.143952548909752,74,19.80543535663536
Paw Patrol,South Africa,99.4843461409109,58,24.41967771531879
doraemon,Mexico,59.21738735482434,81,21.127270107801642
Motu Patlu,Russia,89.72026556024508,62,50.76270757880681
Pokemon,USA,20.40449114719539,93,71.58508000970517
Peppa Pig,France,55.862609224309686,52,94.0598530085632
SpongeBob SquarePants,South Africa,76.81184051801296,42.0,5.350575793834102
Doraemon,Mexico,78.5467366320493,49.5,33.29950118736567
Doraemon,China,21.81613601865424,121.5,74.36120972532443
Shinchan,Canada,63.33073300861608,25,27.799294516973934
SpongeBob SquarePants,Saudi Arabia,84.16981499364624,67.5,37.34987941620507
Doraemon,USA,25.832635498223343,58.5,76.7038909960242
Paw Patrol,Germany,46.12440997293776,43,98.01824754131235
Doraemon,Egypt,52.985114021430334,19.5,24.72494675758727
Doraemon,Brazil,35.26263743222049,111.0,1.9546250867758674
Tom and Jerry,South Korea,92.65821749526084,99.0,78.64064402635343
Pokemon,Mexico,44.2693082558414,25,121.05467579430749
Tom and Jerry,Mexico,97.16687866004943,124.5,58.997887099082504
SpongeBob SquarePants,Egypt,68.37581299906242,25.5,163.46986598187638
Motu Patlu,Nigeria,75.1082576358043,90,46.32429680005501
Pokemon,Spain,51.83127279720996,80,45.60738945173293
Shinchan,Egypt,85.98790947485953,894,53.38296929467932
Motu Patlu,South Africa,99.49138342679933,18,72.88582583178685
Paw Patrol,Canada,83.4292155048032,48,88.86328866545522
Peppa Pig,UK,37.040652569847474,59,58.93491048041625
SpongeBob SquarePants,India,74.90022555879409,135.0,40.58134964838891
Peppa Pig,Egypt,47.431057175527336,45,25.091581855916882
Paw Patrol,UK,87.93196092220322,96,40.645631252960854
Mr Bean,Russia,50.96570009039676,77,35.969755381028754
SpongeBob SquarePants,South Korea,29.18987754759398,24.0,258.6499306305698
SpongeBob SquarePants,Mexico,67.88426683354699,33.0,273.5710251947887
Peppa Pig,Mexico,24.937400441605796,15,26.233854468062887
Shinchan,Italy,53.541321212196635,43,27.294496985096593
paw patrol,France,42.222067813814355,70,27.066415173875097
Mr Bean,India,4.490360184303732,38,86.1957969354602
Peppa Pig,France,76.52607654752018,49,70.98427450266345
Tom and Jerry,France,96.78352283300327,114.0,79.09478201314937
Doraemon,Saudi Arabia,6.500576814455627,112.5,65.5380578562161
Motu Patlu,France,60.50428525541452,19,35.56155525227737
Paw Patrol,France,92.38296990243052,26,24.031732235472116
Tom and Jerry ,S Africa,27.211139425415375,25,99.78523288143819
Peppa Pig,China,95.21180127979524,98,47.992274827892416
Mr Bean,South Africa,18.552217103252268,93,22.18450736304181
Mr Bean,UK,47.48911411464155,56,65.62697379897301
SpongeBob SquarePants,South Korea,36.03909700855156,111.0,5.962989908995869
Mr Bean,Saudi Arabia,46.13948704018286,16,78.09054265488774
Mickey Mouse,South Africa,49.56142614970732,8,78.40408939060093
Shinchan,Brazil,6.840266640455262,63,25.242962280654673
Motu Patlu,China,64.7945794443126,48,91.22557971018256
Doraemon,Russia,18.029452395310706,46.5,42.645959723843085
Mickey Mouse,Germany,97.06745868707242,49,109.64981770925817
Peppa Pig,Egypt,17.07295313881575,56,70.60875045707853
Paw Patrol,Nigeria,46.36089681041924,6,27.654193683595903
Paw Patrol,UK,61.97112265703885,15,5.317597217744875
Mr Bean,China,97.96474146132262,39,27.77148296278483
Paw Patrol,Brazil,16.817253877161487,30,49.67512963671686
Doraemon,India,N/A,63.0,99.4123292410918
Shinchan,Saudia Arabia,38.44830957630083,85,24.274597791936305
Paw Patrol,Russia,38.820458210189926,98,54.78934016756865
Mickey Mouse,Canada,59.672523897838325,80,206.23618599085563
Pokemon,Japan,55.529596392632854,38,45.031922157788145
Motu Patlu,Japan,23.9173511249826,8,38.13111988754208
Motu Patlu,China,55.05364473011208,87,81.20121787330982
Tom and Jerry,UAE,0.11285927093908077,82.5,53.556966508317075
Tom and Jerry,Spain,31.157303720540863,49.5,722.0658900086469
Tom and Jerry,Egypt,6.944329759733215,127.5,35.249205312740955
Doraemon,Canada,2.3531631035969447,114.0,15.18910241402568
Mr Bean,South Korea,2.9365067592739713,73,2.1413063204146123
Motu Patlu,Germany,97.84694048747868,33,30.684730037295182
Doraemon,Australia,84.5344291246688,73.5,42.763719083550136
Shinchan,Russia,,55,70.65564497645752
Tom and Jerry,Japan,44.192979398276,111.0,85.76966628869332
Tom and Jerry,,80.62763848175099,115.5,30.83238105015365
Motu Patlu,Mexico,15.081588988662242,86,26.02500411760451
tom and jerry,Germany,12.372478918042285,N/A,20.36091329249363
Mr Bean,Germany,80.6291551729814,72,59.0819618205406
Doraemon,UK,16.09978662071938,66.0,75.225435663891
Mickey Mouse,Nigeria,23.971746486925525,96,262.0716315064967
Mr Bean,Saudi Arabia,4.949864804880244,40,2.3074271140679965
Pokemon,Russia,4.558718041087895,85,265.57950920918523
Doraemon,Saudi Arabia,63.613254179551696,70.5,92.2051854501153
SpongeBob SquarePants,India,52.848452833291674,91.5,4.028545253627988
Pokemon,South Korea,11.106819494960629,24,63.23237545805642
Pokemon,Australia,4.0318380649452585,76,1717.5764516108807
SpongeBob SquarePants,Nigeria,25.68931629443889,43.5,43.08117192496596
Mickey Mouse,Mexico,55.14860328466562,38,143.231461509445
Peppa Pig,Spain,N/A,12,84.0342267770369
SpongeBob SquarePants,Nigeria,15.654074610821379,141.0,36.41435040638465
Motu Patlu,India,42.508638352667546,14,32.32288947669426
Pokemon,Egypt,40.42798780867094,34,280.9082849584218
spongebob squarepants,South Africa,15.546809502381064,79,85.69675018605936
Shinchan,Russia,9.848055343319773,52,50.27730339886453
Doraemon,Russia,1.8860780846389202,63.0,74.07643171709036
Tom and Jerry,UK,82.69100673499722,76.5,27.093869751059792
Doraemon,Germany,77.63166888483791,63.0,84.21312601767255
Doraemon,France,52.8077307364543,93.0,52.10324726668478
Doraemon,Australia,85.96667933079215,72.0,55.3004954958157
Tom and Jerry,Nigeria,40.643697154462956,12.0,52.184235155088686
Doraemon,Canada,2.5399347300113395,123.0,47.95227146000761
Pokemon,India,73.78666424875634,12,151.556912897732
Mickey Mouse,India,25.967197229834326,66,122.52503691334286
Tom and Jerry,South Africa,83.59166120349506,132.0,43.166710578411674
Motu Patlu,Spain,55.24871826480948,34,18.396420717684173
Tom and Jerry,South Korea,79.47134416520078,58.5,40.35454640980902
Shinchan,India,8.038506954954638,62,4.894428736932971
Mr Bean,Brazil,Unknown,61,28.585068683843723
Doraemon,Italy,34.979404967861036,112.5,70.1892010328076
Pokemon,Brazil,38.76166956291248,11,232.4040180614146
Pokemon,Brazil,64.4521275935489,31,81.63817210613426
Paw Patrol,India,36.338793302727744,7,55.018388696109696
Tom and Jerry,Japan,94.44964773900291,52.5,28.669789892775995
Tom and Jerry,Australia,24.467851487935242,36.0,90.68095178563614
Mr Bean,USA,50.429364154606596,76,78.55340844099948
Motu Patlu,Brazil,81.18457238182695,77,54.29821603732035
Motu Patlu,USA,59.844424868242285,83,14.255833113092965
Shinchan,Spain,1.4887469887217675,39,57.06936396741716
Tom and Jerry,Canada,72.25471243320575,88.5,28.13287819081397
Motu Patlu,China,42.57234418426865,34,57.537107711404985
Tom and Jerry,UK,86.00598449398942,67.5,21.778489517120555
Doraemon,Saudi Arabia,46.61377638985561,78.0,25.881103725261873
Motu Patlu,Egypt,73.59537700390139,43,48.82714938201889
Mr Bean,Saudi Arabia,35.42901508158073,84,17.426986453600502
Doraemon,Nigeria,52.729170419577365,148.5,97.29339197061148
Tom and Jerry  ,Saudi Arabia,92.3977771525878,86,73.97426830939936
Tom and Jerry,U.K.,79.58144147968905,84.0,88.40937547308839
Motu Patlu,Japan,16.252524588766594,16,57.76636982206484
